gnd_id,distance_roadways_motorway,distance_roadways_trunk,distance_roadways_primary,distance_roadways_secondary,distance_roadways_tertiary
"2139195",63078.6098823679,2919.24037140197,2919.24037140197,957.844062210781,282.587568027376
"2139255",62465.865431476,2620.86998261923,2620.86998261923,0,0
"2139320",61886.0332223772,2760.01262546994,2760.01262546994,222.032504508572,0
"2139375",61577.572822019,3035.82670717737,3035.82670717737,326.978620726498,0
"2139370",61925.1295120788,3301.96951380194,3301.96951380194,610.498431817352,203.235727186562
"2139105",63819.5418244238,1583.83472599863,1583.83472599863,878.077252735782,0
"2139240",63581.4106167996,3338.17830594836,3338.17830594836,3136.05572864707,2365.40866100679
"2139245",63550.3471068164,3356.84965739926,3356.84965739926,2118.58550859719,1376.16673943704
"2139235",64453.1768616417,2817.62210226306,2817.62210226306,2817.62210226306,2189.71839473218
"2139205",64210.2531143744,2292.28814901767,2292.28814901767,2232.33930742563,1424.30219649226
"2139200",64506.3994444647,2197.59966709297,2197.59966709297,1878.26723827211,1084.79376953493
"2139455",60455.4393467444,2544.90514016849,2544.90514016849,132.294311653055,132.294311653055
"2139470",60531.2040783864,2929.34426180242,2929.34426180242,553.617512173494,491.3809257335
"2139450",59841.7632974237,2099.46424934828,2099.46424934828,383.963799589467,383.963799589467
"2139585",58691.3824217295,1098.16334679431,1098.16334679431,1098.16334679431,1098.16334679431
"2139480",60721.6341537029,3061.30837940816,3061.30837940816,1241.83588739184,1141.18224846559
"2139145",61409.0557926536,0,0,0,0
"2139420",59130.4228765063,0,0,0,0
"2139410",59704.5613035901,0,0,0,0
"2139215",65550.7024712477,1692.65551374146,1692.65551374146,1692.65551374146,1692.65551374146
"2139075",65824.3813582205,1388.99023969844,1388.99023969844,1388.99023969844,1388.99023969844
"2139080",65260.4145499809,1420.42695492706,1420.42695492706,1420.42695492706,1420.42695492706
"2139045",65818.9546613893,517.745515090889,517.745515090889,517.745515090889,517.745515090889
"2139085",64819.6210275031,1423.62901014555,1423.62901014555,1423.62901014555,1075.97785789206
"2139040",65605.3241347562,811.75782695069,811.75782695069,811.75782695069,723.268119901497
"2139035",64671.115279916,713.411312794975,713.411312794975,713.411312794975,0
"2139090",64083.7163851229,1312.15041094118,1312.15041094118,1292.15387810954,524.868102700192
"2139010",65181.6368613937,462.539125577636,462.539125577636,462.539125577636,334.319609310303
"2139030",64507.7741128707,802.017554098558,802.017554098558,802.017554098558,0
"2139005",65028.4349961778,559.433715882955,559.433715882955,559.433715882955,55.9238791704285
"2139015",64682.9301545756,401.519378878347,401.519378878347,401.519378878347,401.519378878347
"2139025",64310.0104172705,709.416210922301,709.416210922301,709.416210922301,343.910384007029
"2139020",64090.0413111389,742.601948284838,742.601948284838,329.430698565017,329.430698565017
"2139115",63489.5369943071,1413.22586765537,1413.22586765537,279.210141011155,93.9860614285342
"2139125",62897.0254495375,863.77228925607,863.77228925607,0,0
"2139135",62467.8592737982,0,0,0,0
"2139165",61756.0179830455,708.080683302569,708.080683302569,0,0
"2139160",61551.4990582592,393.103595864597,393.103595864597,120.71638166245,120.71638166245
"2139130",62836.2290241236,254.110579241698,254.110579241698,0,0
"2139140",62222.7215691656,62.2915016968182,62.2915016968182,62.2915016968182,62.2915016968182
"2139150",60603.5868111456,0,0,0,0
"2139100",63905.1794145544,2077.44091882391,2077.44091882391,959.082481971184,299.935436664568
"2139270",61717.1188073081,1261.29968366458,1261.29968366458,0,0
"2139170",61710.8116580632,922.238647407025,922.238647407025,0,0
"2139360",61836.837950903,3733.80620158363,3733.80620158363,993.329385236849,545.489861037332
"2139365",61355.5702149405,3402.3546419943,3402.3546419943,690.399390853094,285.683016742069
"2139330",62544.239506022,3754.27632944687,3754.27632944687,1824.78284272369,1361.4071128074
"2139325",62101.8125283007,3503.99983860313,3503.99983860313,845.54256899324,409.251305413504
